CustomerID,InvoiceDate,TotalPrice,InvoiceNo
12514.0,76,1017.6800000000002,1
12515.0,355,383.7,1
12516.0,266,1312.06,2
12517.0,270,2464.8899999999994,6
12518.0,266,2056.8899999999994,5
12519.0,280,340.84,1
12520.0,264,2582.5099999999998,6
12521.0,201,599.6800000000001,1
12522.0,304,192.72000000000003,2
12523.0,264,1745.5700000000006,13
12524.0,181,4485.719999999999,8
12526.0,249,1316.6600000000005,3
12527.0,262,348.71000000000004,3
12528.0,231,1922.2800000000009,8
12530.0,220,1623.6299999999994,5
12531.0,329,125.22,1
12532.0,313,349.83,1
12534.0,213,1089.18,1
12535.0,252,716.3500000000001,2
12536.0,336,4106.820000000003,5
12538.0,314,363.95,1
12539.0,81,3852.4999999999986,5
12540.0,251,13309.039999999992,19
12541.0,170,981.1800000000002,3
12544.0,307,355.7,2
12545.0,268,1000.3899999999999,2
12546.0,266,1141.5,3
12547.0,146,207.8,2
12548.0,177,95.19999999999999,1
12550.0,264,964.8299999999994,1
12551.0,351,168.0,1
12552.0,305,437.81999999999994,2
12553.0,233,3652.2500000000014,14
12556.0,192,603.7099999999997,2
12557.0,185,11990.96,5
12558.0,342,2.6645352591003757e-14,2
12559.0,33,536.2099999999999,3
12560.0,243,2101.3900000000003,4
12561.0,41,238.85,1
12562.0,262,3781.7400000000025,7
12564.0,82,456.9000000000001,1
12565.0,62,131.17,2
12566.0,271,346.70000000000005,2
12567.0,247,9114.939999999993,11
12569.0,251,4064.989999999999,35
12571.0,222,519.6099999999999,2
12572.0,335,1004.7200000000003,3
12573.0,116,160.54,1
12574.0,28,218.45000000000002,1
12576.0,248,1306.9799999999998,6
12577.0,349,595.4000000000003,4
12578.0,322,2753.3599999999988,4
12579.0,270,410.71999999999997,3
12580.0,97,415.7,1
12581.0,304,197.70999999999998,1
12582.0,105,511.3599999999999,2
12583.0,273,7187.339999999993,18
12584.0,263,1893.9500000000005,18
12585.0,109,1982.809999999999,4
12586.0,340,179.94,2
12587.0,336,144.0,1
12588.0,304,214.9,1
12589.0,199,646.6800000000001,2
12590.0,153,9861.380000000003,3
12591.0,26,452.84999999999985,1
12592.0,251,437.59999999999997,2
12593.0,235,418.09999999999997,3
12594.0,222,3320.2199999999984,11
12596.0,101,618.27,2
12597.0,160,3683.1300000000015,5
12598.0,272,3002.679999999999,9
12599.0,217,1032.5800000000006,7
12600.0,259,2581.0400000000004,11
12601.0,154,569.5600000000001,6
12602.0,285,153.12000000000003,1
12603.0,322,739.1999999999999,1
12604.0,264,254.17999999999995,2
12605.0,343,-7.5,1
12607.0,285,3.339550858072471e-13,2
12609.0,265,1126.8500000000001,3
12610.0,217,2057.9900000000007,7
12611.0,291,1193.32,1
12612.0,269,643.5900000000001,2
12613.0,146,3218.979999999998,6
12614.0,66,315.59999999999997,1
12615.0,272,2291.1900000000005,4
12616.0,248,657.25,5
12617.0,314,355.5300000000002,1
12618.0,322,177.31,1
12619.0,272,3214.81,13
12620.0,263,1339.4099999999999,3
12621.0,252,13612.069999999998,23
12622.0,111,180.09999999999997,1
12623.0,67,305.1,1
12624.0,237,641.1300000000001,2
12625.0,132,2614.3199999999997,3
12626.0,216,6388.3499999999985,13
12627.0,247,4478.53,7
12628.0,339,769.6099999999998,4
12630.0,334,1270.8799999999999,2
12631.0,286,640.5000000000002,1
12633.0,214,2140.6299999999997,5
12635.0,254,1689.18,2
12637.0,252,5953.25,10
12638.0,310,671.69,1
12639.0,105,486.1,1
12640.0,262,1174.58,3
12641.0,228,185.9,1
12642.0,236,1013.26,3
12643.0,215,3344.6400000000003,6
12644.0,214,477.9100000000001,1
12645.0,244,1755.3800000000006,5
12646.0,339,1346.9700000000003,2
12647.0,265,3669.9200000000005,13
12648.0,189,318.05,1
12649.0,236,603.7099999999999,4
12650.0,340,314.44,1
12651.0,9,114.00000000000003,1
12652.0,21,914.5299999999997,2
12653.0,195,2209.8500000000004,2
12654.0,146,601.98,5
12656.0,271,3982.720000000002,8
12657.0,265,1152.06,5
12658.0,325,686.0500000000001,1
12659.0,314,91.68,1
12660.0,332,245.10000000000002,1
12662.0,236,3817.079999999998,12
12664.0,256,4863.879999999999,10
12665.0,19,61.75,2
12666.0,349,-227.44,1
12667.0,285,620.13,1
12668.0,95,3743.180000000002,6
12669.0,193,1607.7300000000002,4
12670.0,245,2986.1500000000005,6
12672.0,14,225.9,1
12673.0,338,610.52,2
12674.0,252,1919.3100000000002,7
12676.0,273,1331.3900000000006,6
12678.0,265,17588.260000000002,13
12679.0,256,1058.67,9
12680.0,270,862.81,4
12681.0,270,13677.59,27
12682.0,262,12288.219999999998,31
12683.0,251,8221.09,20
12684.0,173,2283.6299999999997,7
12685.0,251,2863.0800000000004,6
12686.0,337,89.14,1
12688.0,230,4873.810000000005,1
12689.0,216,1247.61,2
12690.0,138,389.00999999999993,1
12691.0,198,1035.8,6
12693.0,216,830.9599999999997,6
12694.0,273,869.6699999999998,2
12695.0,236,582.1,4
12697.0,229,939.02,5
12700.0,187,4867.990000000006,6
12701.0,264,797.7099999999999,2
12702.0,324,219.0,1
12703.0,272,274.69999999999993,2
12704.0,265,2220.84,10
12705.0,266,6814.240000000004,14
12707.0,52,603.42,1
12708.0,271,2616.320000000001,16
12709.0,248,9294.099999999993,26
12710.0,247,1130.5700000000006,4
12712.0,237,4241.629999999999,17
12713.0,343,848.5499999999998,1
12714.0,237,4708.859999999994,5
12715.0,237,353.85999999999996,1
12716.0,210,1053.4899999999996,2
12717.0,192,980.98,3
12718.0,272,238.25000000000003,1
12719.0,338,608.0999999999999,3
12720.0,249,5713.2800000000025,29
12721.0,264,2628.980000000001,7
12722.0,258,904.33,6
12723.0,340,725.0699999999998,5
12724.0,262,1031.4099999999999,4
12725.0,337,427.79999999999995,1
12726.0,257,2609.1000000000004,7
12727.0,248,3947.7000000000003,9
12728.0,272,836.3299999999999,4
12729.0,230,453.0100000000001,1
12731.0,273,18793.410000000007,14
12732.0,164,236.2600000000001,1
12733.0,109,383.95,1
12734.0,356,110.39999999999999,1
12735.0,6,779.5699999999998,2
12736.0,11,234.00000000000003,1
12738.0,336,155.35,1
12739.0,265,1013.0400000000001,2
12740.0,280,427.5999999999999,1
12743.0,209,546.4299999999997,2
12744.0,199,9120.39,10
12747.0,234,4196.010000000001,11
12748.0,252,29072.100000000413,224
12749.0,230,3868.2000000000016,8
12750.0,215,275.88,1
12752.0,262,4366.779999999999,1
12753.0,235,21024.010000000002,11
12754.0,108,2949.12,5
12755.0,94,2203.1999999999994,4
12756.0,257,112.08000000000001,1
12757.0,215,4227.7000000000035,19
12758.0,227,2791.590000000001,2
12759.0,172,1531.4400000000007,3
12762.0,336,1898.5200000000004,2
12763.0,205,494.08,2
12764.0,27,1693.8800000000003,1
12766.0,194,6989.629999999999,7
12769.0,105,1143.6000000000001,1
12770.0,133,1351.4499999999998,1
12772.0,284,892.4700000000004,1
12775.0,154,1351.2400000000002,6
12778.0,160,804.2300000000001,7
12779.0,154,3868.700000000003,12
12781.0,91,707.72,5
12782.0,194,2273.3200000000015,6
12783.0,268,1603.8699999999997,8
12784.0,334,574.42,2
12785.0,341,305.71,2
12787.0,252,463.65999999999997,3
12789.0,278,91.85000000000001,1
12790.0,151,324.9200000000001,1
12791.0,335,192.60000000000002,1
12792.0,87,400.54,1
12793.0,337,545.48,2
12794.0,245,860.4099999999999,2
12795.0,325,430.4800000000001,1
12797.0,343,194.18,3
12798.0,173,6977.039999999999,3
12802.0,160,412.5799999999999,2
12808.0,159,483.65000000000015,3
12809.0,175,484.36,2
12811.0,83,514.85,3
12812.0,299,229.63999999999993,1
12814.0,242,125.92,1
12815.0,196,1063.46,2
12816.0,248,572.2,2
12817.0,62,166.04,1
12818.0,165,1517.8799999999999,2
12820.0,269,942.3399999999999,4
12821.0,129,92.72,1
12822.0,273,918.9799999999999,3
12823.0,269,1759.5,5
12824.0,284,397.11999999999995,1
12826.0,272,1468.1199999999997,8
12827.0,338,430.15,3
12828.0,244,1018.7100000000003,6
12829.0,348,253.05,3
12830.0,252,6748.4000000000015,7
12831.0,81,215.05,1
12832.0,245,383.03000000000003,2
12833.0,198,417.37999999999994,1
12834.0,61,312.38,1
12836.0,206,2612.8599999999988,4
12837.0,170,134.1,1
12838.0,335,683.1299999999994,2
12839.0,251,5583.620000000003,16
12840.0,200,2714.269999999999,6
12841.0,254,3876.399999999998,26
12842.0,273,1118.99,2
12843.0,184,1680.76,9
12844.0,213,325.9599999999999,2
12845.0,76,354.09000000000003,4
12847.0,321,871.5399999999998,1
12849.0,75,1050.8899999999999,2
12851.0,247,135.17999999999995,1
12852.0,53,299.75,2
12853.0,236,1881.6999999999998,9
12854.0,265,1289.1500000000003,5
12855.0,336,38.1,1
12856.0,336,2162.680000000001,8
12857.0,133,1106.4000000000003,2
12863.0,144,504.20000000000005,2
12864.0,205,147.12,1
12865.0,220,1548.0699999999993,3
12866.0,60,559.1199999999999,1
12867.0,247,3986.2199999999953,10
12868.0,158,1607.0600000000009,6
12870.0,342,-14.899999999999999,1
12871.0,259,380.64000000000004,2
12872.0,343,599.9699999999998,2
12873.0,61,374.0,1
12875.0,200,343.2300000000001,2
12876.0,147,2218.0200000000004,2
12877.0,265,1535.7700000000007,12
12878.0,107,841.6399999999999,3
12879.0,252,552.57,4
12881.0,68,298.0,1
12882.0,310,1463.0399999999995,2
12883.0,254,703.4700000000001,4
12884.0,255,309.05000000000007,1
12885.0,220,1158.2699999999995,4
12886.0,124,1351.0900000000001,3
12888.0,129,313.77,4
12890.0,319,380.46999999999997,1
12891.0,158,331.0,3
12893.0,313,188.14,1
12895.0,266,347.29999999999995,3
12897.0,139,216.5,2
12901.0,262,16293.099999999997,36
12902.0,79,138.68,1
12904.0,171,509.57999999999976,2
12906.0,265,2919.809999999999,5
12908.0,167,246.0,4
12909.0,266,2128.83,8
12910.0,265,3075.0400000000013,8
12912.0,341,1662.3,5
12913.0,61,2483.6299999999997,5
12915.0,195,363.65,2
12916.0,205,2982.350000000001,5
12917.0,215,594.0,1
12919.0,258,1301.4399999999998,8
12920.0,326,164.23000000000002,1
12921.0,245,16389.740000000016,50
12922.0,182,405.38,1
12923.0,279,176.97,1
12924.0,255,929.9500000000003,5
12925.0,269,694.0499999999998,2
12928.0,196,2062.6999999999994,5
12929.0,221,105.10000000000001,2
12930.0,265,409.90000000000003,4
12931.0,216,33462.810000000005,20
12933.0,172,606.2799999999999,4
12935.0,234,2156.4499999999994,8
12936.0,265,1012.9000000000003,5
12937.0,272,1504.2700000000004,4
12938.0,318,114.14,1
12939.0,264,11581.8,8
12940.0,273,876.29,4
12942.0,212,683.9000000000001,3
12943.0,42,-3.75,1
12944.0,354,604.51,2
12945.0,55,462.95000000000005,1
12947.0,200,1407.29,11
12948.0,243,2053.7,8
12949.0,229,4143.020000000001,10
12950.0,341,1843.0,3
12951.0,180,1042.0700000000002,8
12952.0,265,1382.8400000000004,5
12953.0,334,329.84999999999997,1
12955.0,251,4734.259999999999,14
12956.0,37,108.07,1
12957.0,272,3979.0400000000022,12
12962.0,230,266.39000000000004,2
12963.0,259,1841.0299999999995,9
12965.0,254,771.9099999999996,1
12966.0,334,160.18,1
12967.0,41,1194.7500000000002,4
12968.0,231,135.95,1
12970.0,336,452.23999999999995,4
12971.0,251,10930.259999999998,89
12974.0,146,144.8,1
12976.0,132,738.6,1
12977.0,187,39.24,1
12980.0,188,7092.06,12
12981.0,210,372.21999999999997,2
12982.0,104,377.2,2
12984.0,325,97.5,1
12985.0,343,1215.6200000000001,3
12987.0,270,545.0,3
12988.0,51,535.32,1
12989.0,263,6854.509999999997,19
12990.0,158,409.50000000000006,3
12991.0,231,503.76,2
12993.0,223,414.75999999999993,4
12994.0,236,902.2200000000001,5
12995.0,266,200.72,2
12997.0,258,1197.94,7
12999.0,147,455.8799999999999,3
13000.0,237,534.8500000000001,3
13001.0,185,9797.920000000013,15
13002.0,25,120.94999999999999,1
13003.0,238,149.05,3
13004.0,266,5613.429999999999,22
13005.0,170,468.95000000000005,3
13006.0,287,81.57,1
13008.0,348,178.47,2
13011.0,336,50.550000000000004,1
13012.0,265,1311.6200000000008,11
13013.0,251,4786.990000000001,15
13014.0,271,3365.4300000000003,16
13015.0,146,3346.2800000000016,5
13016.0,270,789.8899999999996,3
13017.0,336,204.0,1
13018.0,251,7272.749999999996,29
13021.0,273,2584.3999999999996,12
13023.0,214,689.9000000000001,2
13026.0,251,936.1499999999997,8
13027.0,230,6912.0,6
13028.0,321,659.6800000000001,3
13029.0,205,1247.5,3
13030.0,340,799.4800000000001,2
13032.0,256,996.5199999999999,3
13033.0,351,190.54999999999998,1
13034.0,339,642.77,2
13035.0,270,886.6300000000001,3
13037.0,205,881.07,3
13038.0,263,908.46,3
13040.0,335,676.9900000000001,2
13043.0,90,471.57000000000005,2
13044.0,52,560.4700000000001,1
13045.0,244,305.28,1
13046.0,77,629.31,2
13047.0,216,3079.1000000000013,18
13048.0,231,1805.9099999999994,5
13049.0,279,656.6800000000002,2
13050.0,243,5684.610000000003,28
13052.0,131,348.15000000000003,1
13055.0,265,1201.96,4
13058.0,192,271.4,3
13059.0,94,183.4,1
13060.0,90,307.53000000000003,1
13061.0,271,248.61,1
13062.0,152,346.98,1
13064.0,255,1119.4900000000005,4
13065.0,335,205.85999999999999,1
13066.0,311,430.9000000000001,3
13067.0,261,115.46000000000002,1
13068.0,333,344.0,2
13069.0,244,3717.819999999998,27
13070.0,151,228.8,1
13072.0,77,177.14999999999998,1
13075.0,214,919.61,1
13077.0,53,729.2700000000001,4
13078.0,261,12432.279999999997,43
13079.0,252,220.09999999999997,5
13080.0,164,58.08,1
13081.0,214,27964.480000000047,21
13082.0,217,3595.4800000000005,10
13083.0,268,303.75,2
13085.0,186,272.38,3
13089.0,273,57385.880000000114,118
13090.0,231,8689.390000000003,18
13091.0,322,319.82,2
13092.0,273,459.83,6
13093.0,68,7741.47,13
13094.0,263,1708.8600000000006,16
13095.0,273,74.4,1
13097.0,266,5893.319999999993,14
13098.0,249,28658.880000000012,41
13099.0,244,207.35999999999999,1
13101.0,109,101.18999999999998,1
13102.0,262,6336.290000000001,27
13103.0,304,243.94,1
13104.0,258,1098.48,6
13106.0,215,59.5,2
13107.0,258,1524.0700000000004,5
13108.0,336,350.05999999999995,1
13109.0,186,766.84,5
13110.0,206,1452.8700000000006,8
13113.0,221,10510.000000000007,40
13115.0,271,2205.6300000000006,14
13116.0,226,485.19000000000005,2
13117.0,222,984.9099999999996,8
13118.0,135,1124.9999999999993,7
13120.0,105,30.599999999999998,1
13121.0,74,254.7299999999999,2
13122.0,249,922.3900000000002,2
13124.0,254,3866.3299999999977,3
13126.0,271,2056.29,10
13127.0,266,259.16999999999996,1
13130.0,249,64.0,1
13131.0,272,1039.2999999999997,4
13132.0,82,77.3,1
13133.0,70,109.80000000000001,2
13134.0,271,1740.6299999999999,7
13135.0,147,3096.0,1
13136.0,258,2545.3800000000006,11
13137.0,252,3605.0799999999995,9
13138.0,263,962.3900000000001,6
13139.0,271,5055.790000000004,8
13140.0,235,423.71999999999997,3
13141.0,259,2385.7999999999993,6
13142.0,324,307.0899999999999,1
13144.0,11,110.94999999999999,1
13145.0,252,614.77,5
13146.0,317,228.91,1
13147.0,244,712.8000000000001,4
13148.0,236,3348.4799999999996,17
13149.0,237,1676.0599999999997,4
13151.0,140,1250.3700000000003,2
13153.0,338,486.22,1
13154.0,199,-611.86,1
13155.0,264,971.76,4
13157.0,202,1721.5699999999993,5
13158.0,249,1201.0600000000004,4
13159.0,238,1379.7500000000007,5
13160.0,321,91.8,1
13161.0,30,112.75,1
13162.0,221,1644.9899999999996,5
13165.0,357,1021.4799999999999,2
13166.0,61,414.69999999999993,2
13167.0,213,791.3300000000002,4
13168.0,144,1310.14,5
13169.0,91,712.88,2
13170.0,317,116.01000000000002,1
13171.0,44,426.8099999999999,5
13173.0,341,353.65000000000003,2
13174.0,339,2817.0300000000007,3
13176.0,297,492.8400000000001,1
13177.0,279,282.45,1
13178.0,270,5725.470000000003,11
13182.0,298,121.17999999999999,1
13183.0,257,3957.7800000000016,9
13184.0,213,1648.7900000000009,12
13185.0,76,71.4,1
13186.0,250,1539.6900000000003,5
13187.0,6,236.01999999999995,1
13188.0,332,114.60000000000001,1
13189.0,228,260.68,2
13192.0,248,911.9400000000002,2
13193.0,282,117.88000000000001,1
13194.0,208,60.7,1
13196.0,259,1797.78,4
13198.0,223,3384.0899999999974,8
13199.0,251,9803.960000000003,39
13200.0,269,870.09,4
13203.0,223,869.4599999999999,4
13207.0,193,250.26000000000002,2
13208.0,188,1205.8999999999999,7
13209.0,215,5820.16,11
13210.0,250,353.47999999999996,1
13211.0,248,1197.4199999999998,3
13212.0,334,780.5799999999998,4
13213.0,215,1518.4300000000003,6
13216.0,76,333.74,1
13217.0,221,133.62000000000003,5
13218.0,216,62.64,1
13220.0,265,819.29,4
13221.0,103,847.4100000000001,2
13223.0,143,163.20000000000002,2
13224.0,192,2150.8499999999995,3
13225.0,200,6083.040000000002,8
13226.0,70,108.21000000000001,1
13227.0,142,257.7,1
13228.0,262,358.0,1
13229.0,118,160.95,1
13230.0,205,2763.4100000000008,15
13232.0,245,1357.6000000000015,7
13233.0,269,605.1200000000001,2
13235.0,132,101.16999999999973,2
13236.0,255,727.2700000000001,3
13238.0,180,680.8300000000002,5
13239.0,82,329.56,1
13240.0,247,663.6500000000001,4
13242.0,231,270.40000000000003,3
13243.0,140,600.07,1
13244.0,251,121.74000000000001,1
13245.0,293,430.5,1
13246.0,167,1922.1000000000008,7
13247.0,261,501.12,4
13248.0,219,465.6799999999999,2
13249.0,251,711.41,3
13253.0,187,1030.3999999999999,2
13255.0,340,390.65999999999997,3
13256.0,329,0.0,1
13258.0,138,698.5799999999999,3
13259.0,282,292.3199999999999,1
13260.0,282,557.6200000000001,1
13261.0,75,944.1,2
13262.0,80,200.29000000000002,1
13263.0,273,7454.069999999956,35
13265.0,255,2107.6600000000008,5
13266.0,268,3717.6699999999996,19
13267.0,251,4404.440000000001,27
13268.0,259,3167.639999999999,15
13269.0,255,5315.919999999999,17
13270.0,342,590.0,1
13271.0,306,178.25999999999988,2
13272.0,254,276.56000000000006,2
13273.0,230,138.97999999999996,1
13276.0,244,590.93,2
13277.0,227,258.4,4
13278.0,303,542.73,1
13279.0,265,126.3,2
13280.0,221,814.8600000000001,3
13282.0,265,1047.84,6
13283.0,158,93.66,2
13284.0,21,196.15,2
13285.0,182,2709.1200000000003,4
13291.0,188,361.10999999999996,1
13292.0,59,578.9399999999999,2
13294.0,154,873.7399999999998,2
13295.0,336,197.95,2
13296.0,206,87.4,1
13297.0,336,2089.8500000000004,4
13298.0,342,360.0,1
13299.0,75,142.5,1
13300.0,179,365.2900000000001,2
13301.0,240,618.0899999999998,4
13302.0,188,63.75,1
13304.0,357,300.4199999999999,1
13305.0,251,2000.8599999999992,10
13307.0,223,15.0,1
13308.0,153,1367.6100000000001,4
13309.0,255,1456.7899999999993,5
13310.0,143,1083.63,6
13311.0,193,598.57,2
13313.0,202,1555.3199999999993,5
13314.0,270,578.6600000000001,4
13316.0,264,5815.490000000002,5
13317.0,160,2140.0699999999993,9
13318.0,342,640.76,3
13319.0,252,10664.33999999999,36
13320.0,273,1491.7000000000003,6
13321.0,271,567.36,2
13322.0,326,199.48,1
13323.0,259,787.85,5
13324.0,254,7072.799999999994,12
13325.0,262,675.3,1
13327.0,231,3617.5699999999983,9
13328.0,27,1308.48,1
13329.0,342,740.3999999999999,4
13330.0,251,1140.9299999999996,3
13332.0,329,350.9,1
13334.0,261,3536.819999999998,3
13336.0,266,795.12,1
13338.0,189,431.82,3
13339.0,143,860.1200000000002,1
13340.0,238,10736.47999999999,7
13341.0,83,775.8499999999999,1
13343.0,171,303.93,2
13344.0,66,2543.720000000002,3
13345.0,67,377.6000000000001,2
13347.0,273,341.36,1
13348.0,279,233.76,1
13349.0,333,247.31999999999996,1
13350.0,264,910.7199999999998,3
13351.0,277,373.94,1
13352.0,336,389.2800000000001,2
13354.0,272,743.5300000000003,1
13355.0,221,674.7,1
13356.0,263,768.2400000000001,1
13357.0,86,609.9500000000002,1
13358.0,75,439.03000000000003,1
13359.0,280,431.25999999999993,2
13362.0,98,3085.4899999999984,5
13363.0,326,992.5000000000002,2
13364.0,272,2.1316282072803006e-14,2
13365.0,126,2191.220000000001,3
13366.0,293,56.160000000000004,1
13368.0,87,623.4,2
13369.0,343,263.75000000000006,2
13370.0,342,721.3200000000003,2
13372.0,254,378.64,1
13373.0,185,3312.2500000000005,3
13375.0,262,772.8999999999997,2
13376.0,244,1019.7600000000003,3
13379.0,207,572.5599999999997,3
13381.0,254,3626.8100000000004,7
13382.0,63,222.99,1
13384.0,270,4122.28,9
13385.0,14,534.5700000000002,1
13388.0,222,627.1500000000001,3
13389.0,269,797.96,3
13390.0,269,544.0799999999999,1
13391.0,140,59.8,1
13394.0,265,2312.7999999999997,10
13395.0,158,307.72,1
13396.0,322,1325.2899999999997,4
13397.0,271,1539.1799999999998,6
13398.0,151,457.3400000000001,1
13402.0,216,621.2300000000002,2
13403.0,326,75.0,1
13404.0,131,252.48999999999998,2
13405.0,269,572.4509999999999,3
13408.0,268,27487.409999999985,81
13410.0,269,988.9100000000001,7
13411.0,236,213.55000000000004,1
13414.0,186,1390.5,3
13416.0,262,712.5000000000001,2
13417.0,138,640.83,2
13418.0,264,5845.439999999999,23
13419.0,280,221.05999999999995,1
13420.0,187,140.35,4
13421.0,53,1848.9799999999993,3
13422.0,279,2601.5500000000006,2
13425.0,235,1624.2099999999998,3
13426.0,273,3550.6999999999975,12
13427.0,223,582.6,3
13428.0,333,218.46999999999994,1
13429.0,268,1006.8000000000001,4
13430.0,271,648.6899999999998,4
13431.0,255,1269.0999999999995,2
13434.0,247,534.24,2
13435.0,268,3794.49,9
13436.0,342,196.88999999999996,1
13437.0,244,3408.0599999999995,7
13439.0,88,283.71,1
13441.0,252,296.64000000000004,1
13447.0,310,1104.2300000000002,4
13448.0,264,3465.6700000000023,10
13449.0,320,291.88,1
13450.0,254,2043.7200000000003,6
13451.0,217,2916.45,6
13452.0,84,590.0,2
13453.0,178,356.98,2
13455.0,143,1007.3499999999997,4
13456.0,188,1737.8199999999997,7
13458.0,252,9537.919999999998,22
13460.0,314,183.44,2
13461.0,205,1445.0000000000002,3
13462.0,160,143.25,2
13464.0,285,674.6800000000002,1
13466.0,243,297.95000000000005,2
13467.0,307,1083.71,2
13468.0,251,5656.750000000002,41
13470.0,244,165.0,2
13471.0,342,2531.579999999998,4
13473.0,283,417.53999999999996,3
13474.0,107,229.58999999999997,1
13475.0,152,1431.7800000000009,4
13476.0,158,1092.7699999999998,4
13477.0,205,1441.529999999999,8
13479.0,145,291.0,3
13481.0,269,1776.809999999999,8
13482.0,111,184.64,1
13483.0,278,140.34000000000003,1
13484.0,102,313.79999999999995,1
13485.0,110,454.24,1
13486.0,265,1122.4099999999999,3
13487.0,130,575.4000000000001,3
13488.0,271,8910.609999999999,17
13489.0,238,449.52,4
13491.0,196,1215.82,10
13492.0,207,1269.8400000000006,3
13493.0,68,618.63,2
13494.0,32,316.26,1
13495.0,111,1990.1199999999994,6
13496.0,350,617.93,3
13497.0,61,321.04999999999995,3
13499.0,270,1146.96,7
13500.0,221,1136.7700000000002,4
13501.0,101,1310.4699999999998,2
13502.0,69,292.0,3
